Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Plate (folio 15) from Zaumnaia gniga (Transrational Boog),Olga Rozanova,5066,"(Russian, 1886–1918)",(Russian),(1886),(1918),(Female),1915,"Linoleum cut from an illustrated book with nine linoleum cuts, ten rubber-stamped texts, and two collages (including cover)","composition: 7 3/16 × 5 1/2"" (18.2 × 14 cm); page: 8 3/8 × 7 9/16"" (21.2 × 19.2 cm)",Gift of The Judith Rothschild Foundation,66.2001.14,Illustrated Book,Drawings & Prints,2001-01-24,Y,284117,http://www.moma.org/collection/works/284117,,,,,18.2,,,14.0,,
Helen Daxelhofer + Dr. Alfred Schmidt,Max Bill,559,"(Swiss, 1908–1994)",(Swiss),(1908),(1994),(Male),1933,Letterpress,"5 3/4 x 8 1/4"" (14.6 x 21 cm)","Jan Tschichold Collection, Gift of Philip Johnson",591.1999,Design,Architecture & Design,1999-12-10,Y,7652,http://www.moma.org/collection/works/7652,http://www.moma.org/media/W1siZiIsIjg0OTgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=01621a2924874f32,,,,14.6,,,21.0,,
sheet  30 1/2 x 21 7/8"" (77.4 x 55.5 cm)",Gift of the artist,150.1970.3,Illustrated Book,Drawings & Prints,1970-03-05,N,11956,,,,,,70.7,,,50.1,,
"Waiting Room, Baroness Erlanger Hospital, Chattanooga, Tennessee",Rosalind Fox Solomon,5517,"(American, born 1930)",(American),(1930),(0),(Female),1975,Gelatin silver print,"15 1/2 × 15 1/4"" (38.5 × 38.5 cm)",Gift of the artist,534.1980,Photograph,Photography,1980-10-23,Y,54810,http://www.moma.org/collection/works/54810,http://www.moma.org/media/W1siZiIsIjIxOTA4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06f2683dca9fb702,,,,38.5,,,38.5,,
","composition and sheet: 11 1/16 x 8 9/16"" (28.1 x 21.7cm)",Blanchette Hooker Rockefeller Fund,1.1976.11,Print,Drawings & Prints,1976-01-08,Y,149354,http://www.moma.org/collection/works/149354,http://www.moma.org/media/W1siZiIsIjIyMTMzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=75a6eb704532d042,,,,28.1,,,21.7,,
"""Dan"" Galloping, Saddled: Plate 634 from Animal Locomotion (1887)",Eadweard J. Muybridge,4192,"(American, born England. 1830–1904)",(American),(1830),(1904),(Male),1884-86,Collotype,"7 5/16 × 15 3/16"" (18.6 × 38.6 cm)",Gift of the Philadelphia Commercial Museum,162.1937,Photograph,Photography,1937-03-17,N,47074,,,,,,18.6,,,38.6,,
Chèque J. Kosuth,Robert De Boeck,39639,(1944–1999),(),(1944),(1999),(Male),1977,Ink and ballpoint pen on printed check and two chromogenic color prints on board,"18 1/2 × 13 1/8"" (47 × 33.3 cm)","Partial gift of the Daled Collection and partial purchase through the generosity of Maja Oeri and Hans Bodenmann, Sue and Edgar Wachenheim III, Agnes Gund, Marlene Hess and James D. Zirin, Marie-Josée and Henry R. Kravis, and Jerry I. Speyer and Katherine G. Farley",555.2011.a-c,Drawing,Drawings & Prints,2011-05-12,Y,147020,http://www.moma.org/collection/works/147020,http://www.moma.org/media/W1siZiIsIjM2NjIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=729650033d09ecbe,,,,46.9900939802,,,33.3375666751,,
"German Pavilion, International Exposition, Brussels, Belgium",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1934,Pencil and colored pencil on paper,"8 3/4 x 11 1/2"" (22.3 x 29.2 cm)","Mies van der Rohe Archive, gift of the architect
Glen Baxter Presents...,Glen Baxter,396,(British),(British),(0),(0),(Male),1984,Five lithographs,,Purchase,1.1985.4,Print,Drawings & Prints,1985-01-30,N,154498,,,,,,,,,,,
HÔTEL D'EPERNON. RUE VIEILLE DU TEMPLE 110,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(Male),1901,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2094,Photograph,Photography,1968-03-06,N,40084,,,,,,,,,,,
STAR BETELGEUSE (ROBERT DUNCAN) from the portfolio FIRST SERIES - SOME POETS,R. B. Kitaj,3121,"(American, 1932–2007)",(American),(1932),(2007),(Male),"(1967, published 1970)","Serigraph, printed in color with collage additions","irreg composition  26 13/16 x 19 1/16"" (68.1 x 48.4 cm)
"Farnsworth House, Plano, Illinois (Plan sketch showing eight-column structure with cantilevered ends, porch, core, and structural details)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1945,Pencil and colored pencil paper,"6 x 8 1/2"" (15.2 x 21.6 cm)","Mies van der Rohe Archive, gift of the architect
Calotypes by D.O. Hill,David Octavius Hill,2648,"(British, 1802–1870)",(British),(1802),(1870),(Male),1843-47,Calotype,"7 1/2 × 5 3/8"" (19 × 13.7 cm)",Gift of Edward Steichen,75.1964.126,Photograph,Photography,1964-01-07,N,83072,,,,,,19.0,,,13.7,,
Plate from Le Surréalisme en 1947,Dorothea Tanning,5806,"(American, 1910–2012)",(American),(1910),(2012),(Female),1947,"Etching from an illustrated book with eighteen lithographs, four etchings (two with aquatint), two woodcuts, one photogravure, and one ready-made object","plate: 5 7/8 × 4"" (15 × 10.1 cm); page: 9 7/16 × 8"" (24 × 20.3 cm)",Henry Church Fund,343.1947.5,Illustrated Book,Drawings & Prints,1947-12-19,Y,16041,http://www.moma.org/collection/works/16041,http://www.moma.org/media/W1siZiIsIjQwMTcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e6d21899fccda8b,,,,15.0,,,10.1,,
"Downtown, The El",John Marin,3770,"(American, 1870–1953)",(American),(1870),(1953),(Male),1921,Etching,"plate: 6 7/8 x 8 13/16"" (17.5 x 22.4 cm); sheet: 11 1/4 x 15 1/2"" (28.5 x 39.3 cm)",Gift of Abby Aldrich Rockefeller,1232.1940,Print,Drawings & Prints,1940-04-05,Y,76122,http://www.moma.org/collection/works/76122,http://www.moma.org/media/W1siZiIsIjE3OTg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=85f593880f429bb6,,,,17.5,,,22.4,,
"Cats at the Window, State VI",Wanda Gág,2047,"(American, 1893–1946)",(American),(1893),(1946),(Female),"1930, published 1929",Wood engraving,"composition: 2 7/8 x 3 3/4"" (7.3 x 9.6 cm); sheet: 8 1/4 x 7 1/2"" (21 x 19 cm)",Gift of Abby Aldrich Rockefeller,871.1940,Print,Drawings & Prints,1940-04-05,Y,74532,http://www.moma.org/collection/works/74532,http://www.moma.org/media/W1siZiIsIjI3NjY1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=52ff633e9e96a9fa,,,,7.3,,,9.6,,
Vanishing/Natural Series (Postcard Painting II-01) from The Whole Works,Yutaka Matsuzawa,32795,"(Japanese, 1922–2006)",(Japanese),(1922),(2006),(Male),1970,Diazotype on printed paper from a portfolio of 71 prints,"sheet: 5 13/16 x 3 15/16"" (14.7 x 10 cm)",Art & Project/Depot VBVR Gift,1064.2007.49,Print,Drawings & Prints,2007-11-12,Y,124579,http://www.moma.org/collection/works/124579,http://www.moma.org/media/W1siZiIsIjI1NjU4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a1f2c0ca418ecb26,,,,14.7,,,10.0,,
"Spider Web, Aix-en-Provence",Harry Callahan,924,"(American, 1912–1999)",(American),(1912),(1999),(Male),1958,Gelatin silver print,"10 7/8 × 13 5/8"" (27.6 × 34.5 cm)",Gift of the artist,436.1960,Photograph,Photography,1960-11-30,Y,53355,http://www.moma.org/collection/works/53355,http://www.moma.org/media/W1siZiIsIjE4NDI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b4ce399221adf36,,,,27.6,,,34.5,,
"Aloha, Washington",Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(Male),1967,Gelatin silver print,"12 3/8 × 18 7/16"" (31.4 × 46.9 cm)",Purchase,1122.2000,Photograph,Photography,2000-10-12,N,57674,,,,,,31.4,,,46.9,,
Man Reading a Book,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(Male),1923,Pencil on paper,"14 1/2 x 11 3/8"" (36.8 x 28.9 cm)","Gift of Mr. and Mrs. Eugene V. Thaw in honor of Alfred H. Barr, Jr.",355.1975,Drawing,Drawings & Prints,1975-10-24,Y,36488,http://www.moma.org/collection/works/36488,http://www.moma.org/media/W1siZiIsIjEwMDU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=01e23fb84345779b,,,,36.8,,,28.9,,
GIRL IN CONTEMPLATION,Christian (Johann Christianadolf) Friedrich,2010,(German),(German),(0),(0),(Male),(c. 1800-1810),"Woodcut, printed in black","Comp. 3 1/16 x 4 7/16"" (7.7 x 11.2 cm)",Given anonymously,644.1943,Print,Drawings & Prints,1943-11-04,N,72444,,,,,,7.7,,,11.2,,
Perspective Corrections,Jan Dibbets,1533,"(Dutch, born 1941)",(Dutch),(1941),(0),(Male),1967–98,Gelatin silver print,"9 1/2 × 12"" (24.1 × 30.5 cm)",Anonymous gift,221.2014.12,Photograph,Photography,2014-05-08,N,181753,,,,,,20.9550419101,,,28.5750571501,,
Calotypes by D.O. Hill,David Octavius Hill,2648,"(British, 1802–1870)",(British),(1802),(1870),(Male),1843-47,Calotype,"4 5/8 × 5 3/4"" (11.8 × 14.6 cm)",Gift of Edward Steichen,75.1964.47,Photograph,Photography,1964-01-07,N,82989,,,,,,11.8,,,14.6,,
BLOOD AND RACE (plate IV) from BESTIAIRE,André Masson,3821,"(French, 1896–1987)",(French),(1896),(1987),(Male),1945-1946,,"irreg. composition  11 5/16 x 9 5/8"" (28.7 x 24.5 cm)",The Louis E. Stern Collection,918.1964.4,Illustrated Book,Drawings & Prints,1964-10-06,N,28171,,,,,,28.7,,,24.5,,
"Bomb, Destroyed Vehicles and Lone Rock",Richard Misrach,4022,"(American, born 1949)",(American),(1949),(0),(Male),1987,"Pigmented inkjet print, printed 2014","18 3/16 × 23 3/16"" (46.2 × 58.9 cm)",Committee on Photography Fund,945.2014,Photograph,Photography,2014-10-09,Y,185917,http://www.moma.org/collection/works/185917,http://www.moma.org/media/W1siZiIsIjMxMTgzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3ba125c9ba8ced6,,,,,,,,,
",MR4.73,Mies van der Rohe Archive,Architecture & Design,,Y,87512,http://www.moma.org/collection/works/87512,http://www.moma.org/media/W1siZiIsIjIwMjk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f817da9aa67db013,,,,74.9,,,90.1,,
Laocoön,Robert Goodnough,2242,"(American, 1917–2010)",(American),(1917),(2010),(Male),1958,Oil and charcoal on canvas,"66 3/8 x 54 1/8"" (168.4 x 137.5 cm)",Given anonymously,9.1959,Painting,Painting & Sculpture,1959-03-02,Y,78402,http://www.moma.org/collection/works/78402,http://www.moma.org/media/W1siZiIsIjIwNzk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=079a52726935f4b7,,,,168.4,,,137.5,,
"Micro-Hutong, Beijing, China",Zhang Ke,70011,"(Chinese, born 1970)",(Chinese),(1970),(0),(Male),2016,C-print,"30 × 24"" (76.2 × 61 cm)",Committee on Architecture and Design Funds,74.2018.5,Architecture,Architecture & Design,2018-02-12,N,282396,,,,,,76.2001524003,,,60.9601219202,,
"(Untitled) (Boy's head, Columbian mountains)",Ken Heyman,2628,"(American, born 1930)",(American),(1930),(0),(Male),1962,Gelatin silver print,,Gift of the artist,185.1963,Photograph,Photography,1963-03-12,N,47958,,,,,,,,,,,
The Alchemist,Jerome Neuner,25520,"(American, born 1945)",(American),(1945),(0),(Male),2003,Artist's book,"page (each): 11 3/16 x 9"" (28.4 x 22.9 cm); overall: 11 7/16 x 9 3/4"" (29 x 24.8 cm)",Monroe Wheeler Fund,123.2007,Illustrated Book,Drawings & Prints,2007-03-07,N,107545,,,,,,28.4,,,22.9,,
"Generator, project, White Oak, Florida",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Plastic, metal, plastic coated wires, and self-adhesive paper dots","4 1/4 x 31 x 20 1/2"" (10.8 x 78.7 x 52.1 cm) (irreg.)",Gift of The Howard Gilman Foundation,1319.2000,Architecture,Architecture & Design,2000-10-31,Y,1076,http://www.moma.org/collection/works/1076,http://www.moma.org/media/W1siZiIsIjU4MjA4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3b0b6f665031f1e6,,52.0701,,10.795,,,78.7402,,
",MR5.102,Mies van der Rohe Archive,Architecture & Design,,N,87627,,,,,,25.4,,,26.6,,
Untitled,Jaroslav Rössler,5034,"(Czech, 1902–1990)",(Czech),(1902),(1990),(Male),1923–25,Gelatin silver print,"8 11/16 × 8 9/16"" (22.1 × 21.8 cm)",Thomas Walther Collection. Horace W. Goldsmith Fund through Robert B. Menschel,1846.2001,Photograph,Photography,2001-12-13,Y,83895,http://www.moma.org/collection/works/83895,http://www.moma.org/media/W1siZiIsIjIwMzUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=20b28dfebb7b4e8f,,,,22.1,,,21.8,,
"The Cannes Studio or In Picasso's Studio (supplementary suite, plate 11) from Dans l'Atelier de Picasso",Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),(Print executed 1955),Lithograph,"irreg. composition  17 3/8 x 12 15/16"" (44.2 x 32.9 cm)",The Louis E. Stern Collection,1013.1964.17,Illustrated Book,Drawings & Prints,1964-10-06,Y,29966,http://www.moma.org/collection/works/29966,http://www.moma.org/media/W1siZiIsIjE3MzY5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ce52741624dc669,,,,44.2,,,32.9,,
Structure for a Petroleum Tank,Leo Matiz,33398,"(Colombian, 1917–1998)",(Colombian),(1917),(1998),(Male),1960,Gelatin silver print,"9 15/16 × 8"" (25.3 × 20.3 cm)",Gift of Alejandra Matiz,625.2007,Photograph,Photography,2007-10-11,Y,110719,http://www.moma.org/collection/works/110719,http://www.moma.org/media/W1siZiIsIjIwNzY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4b160d695b54a8f0,,,,25.3,,,20.3,,
Music for Electric Metronome,Toshi Ichiyanagi,36947,"(Japanese, born 1933)",(Japanese),(1933),(0),(Male),1960,Ink and typewriting on transparentized paper,"11 1/4 x 15 1/4"" (28.5 x 38.7 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2258.2008,Drawing,Drawings & Prints,2008-10-08,Y,127398,http://www.moma.org/collection/works/127398,http://www.moma.org/media/W1siZiIsIjI0NjY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4f93304b76a8030,,,,28.5,,,38.7,,
Herman Nelson Unit Heaters,Ladislav Sutnar,5740,"(American, born Bohemia (now Czech Republic). 1897–1976)",(American),(1897),(1976),(Male),1941-1950,Lithograph,"11 x 8 3/8"" (27.9 x 21.3 cm)",Gift of Radoslav Sutnar,412.2009,Design,Architecture & Design,2009-04-15,Y,129045,http://www.moma.org/collection/works/129045,http://www.moma.org/media/W1siZiIsIjE3MjgzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da399fc2fb7211ab,,,,27.9400558801,,,21.2725425451,,

21,Leandro Katz,26616,"(Argentine, born 1938)",(Argentine),(1938),(0),(Male),1972,Typewriting on paper,"20 1/4 x 11"" (51.4 x 27.9 cm)",Latin American and Caribbean Fund,15.2010.2,Drawing,Drawings & Prints,2010-02-10,Y,130898,http://www.moma.org/collection/works/130898,http://www.moma.org/media/W1siZiIsIjE4NjQ1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8bc8c7ede5715131,,,,51.4351028702,,,27.9400558801,,
Component (3 hollow plywood boxes, each:): 36 × 36 × 12"" (91.4 × 91.4 × 30.5 cm)",Committee on Media and Performance Art Funds,1768.2015,Performance,Media and Performance,2015-12-11,Y,200112,http://www.moma.org/collection/works/200112,,,3.81000762,,0.0,,,121.9202438405,,
Calla Lily,Tina Modotti,4039,"(Italian, 1896–1942)",(Italian),(1896),(1942),(Female),1924-26,Gelatin silver print,"8 11/16 × 7 1/16"" (22 × 18 cm)",Anonymous gift,347.1965,Photograph,Photography,1965-04-06,Y,51400,http://www.moma.org/collection/works/51400,http://www.moma.org/media/W1siZiIsIjIxMzUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f44fceb129ab1de,,,,22.0,,,18.0,,
"Patzquaro, Mexico",Henri Cartier-Bresson,1000,"(French, 1908–2004)",(French),(1908),(2004),(Male),1963,Gelatin silver print,"23 × 35 1/16"" (58.4 × 89.1 cm)",Gift of the artist,195.2009,Photograph,Photography,2009-02-09,Y,110874,http://www.moma.org/collection/works/110874,http://www.moma.org/media/W1siZiIsIjE4NDAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a4621dabe97d4e0,,,,58.4201,,,89.0589,,
"Walt Paul Store, WS, The Seven Dwarfs Organic Grocery Tote",Paul McCarthy,7637,"(American, born 1945)",(American),(1945),(0),(Male),2013,Canvas tote bag,"overall: 24 13/16 x 14 15/16"" (63 x 38 cm)","General Print Fund
Plate 14 (folio 49) from DECLARACION UNIVERSAL DE DERECHOS HUMANOS,Julio Le Parc,3432,"(Argentine, born 1928)",(Argentine),(1928),(0),(Male),1984,"Pochoir, printed in color","composition  19 5/8 x 13 3/4"" (49.9 x 34.9 cm)
Double page in-text plate (pages 23 and 24) from HOT AND SOUR SOUP,Walasse Ting,5881,"(American, 1929–2010)",(American),(1929),(2010),(Male),1969,,"irreg. composition  16 1/16 x 22 7/16"" (40.8 x 57 cm)",Monroe Wheeler Fund,936.1969.10,Illustrated Book,Drawings & Prints,1969-10-28,N,28890,,,,,,40.8,,,57.0,,
Zhakeriia,O. Ruban,24049,"",(),(0),(0),(),n.d.,,"Page: 5 3/4 x 4 1/8"" (14.6 x 10.4 cm) (each)",Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),976.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,29411,,,,,,14.6,,,10.4,,
Composition,Victor Servranckx,5354,"(Belgian, 1897–1965)",(Belgian),(1897),(1965),(Male),c. 1927,Pencil on paper,"8 1/2 x 11 5/8"" (21.6 x 29.5 cm)",Gift of the artist,647.1939,Drawing,Drawings & Prints,1939-12-08,Y,37699,http://www.moma.org/collection/works/37699,http://www.moma.org/media/W1siZiIsIjQzMDU1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=117b68755cd07b5b,,,,21.5900431801,,,29.5275590551,,
Apollo,Markus Raetz,4787,"(Swiss, 1941–2020)",(Swiss),(1941),(2020),(Male),1967,Screenprint,"Sheet: 19 3/4 x 27 1/2"" (50.2 x 69.9 cm)",Anna Marie and Robert F. Shapiro Fund,585.2005.1,Print,Drawings & Prints,2005-06-02,Y,101669,http://www.moma.org/collection/works/101669,http://www.moma.org/media/W1siZiIsIjEwMDg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e6f9444ea67fa77,,,,50.1651003302,,,69.8501397003,,
Frontispiece from ARDICIA,Pablo Palazuelo,6645,"(Spanish, 1916–2007)",(Spanish),(1916),(2007),(Male),1978,"Etching, relief printed in color","plate  9 1/16 x 8 7/8"" (23.1 x 22.5 cm)",Purchase,157.1992.A01,Illustrated Book,Drawings & Prints,1992-01-22,N,12251,,,,,,23.1,,,22.5,,
Jewelry Store Window or Carlotta's Indecision,John Sloan,5471,"(American, 1871–1951)",(American),(1871),(1951),(Male),"September 12, 1906",Etching,,Gift of Abby Aldrich Rockefeller,1307.1940,Print,Drawings & Prints,1940-04-05,N,76305,,,,,,,,,,,
Light Bulb I from 1st Etchings-2nd State,Jasper Johns,2923,"(American, born 1930)",(American),(1930),(0),(Male),"1967–69, published 1969","Etching and photoengraving from a portfolio of thirteen etchings (six with photoengraving, four with aquatint, one with roulette and aquatint, one with roulette)","plate: 3 7/8 x 4 3/4"" (9.8 x 12.1 cm); sheet: 25 15/16 x 19 9/16"" (65.9 x 49.7 cm)",Gift of the Celeste and Armand Bartos Foundation,114.1970.4,Print,Drawings & Prints,1970-03-05,Y,62026,http://www.moma.org/collection/works/62026,http://www.moma.org/media/W1siZiIsIjIwMTgyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6740129f590c08d8,,,,9.8,,,12.1,,
"Grosse prostituée et ""mousquetaire"" (plate, page 268) from La Célestine",Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(Male),"1968, published 1971",One from an illustrated book with 66 etching and aquatints,"page (each, approx.): 8 1/4 x 6 7/16"" (21 x 16.3 cm); overall (closed): 8 11/16 x 7 3/16 x 1 9/16"" (22 x 18.3 x 4 cm); case: 9 x 7 3/8 x 1 7/8"" (22.8 x 18.7 x 4.8 cm)",Committee on Prints and Illustrated Books Fund,1659.2012.62,Illustrated Book,Drawings & Prints,2012-10-03,N,165081,,,,,,21.0,,,16.3,,
Untitled from Spirit Cooking,Marina Abramović,26439,"(Yugoslav, born 1946)",(Yugoslav),(1946),(0),(Female),1996,Letterpress from a portfolio of eight etchings (four with aquatint and one with gold leaf) and four aquatints with chine collé; and 25 letterpress prints,"sheet: 12 3/8 x 10 15/16"" (31.5 x 27.8 cm)",Monroe Wheeler Fund,76.2011.12,Print,Drawings & Prints,2011-03-07,Y,146738,http://www.moma.org/collection/works/146738,http://www.moma.org/media/W1siZiIsIjIzMzUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c968fb38efe89b70,,,,31.5,,,27.8,,
"TAM. #8, 1965",Matsumi Kanemitsu,2984,"(American, 1922–1992)",(American),(1922),(1992),(Male),(October 30-November 2) 1965,"Lithograph, printed in color","irreg composition  20 3/8 x 20 7/16"" (51.8 x 51.9 cm)
d: Cut-and-pasted paper and cut-and-pasted printed paper with pencil, ballpoint           pen, and ink on paper
Étant Donnés from Untitled,William Kentridge,7919,"(South African, born 1955)",(South African),(1955),(0),(Male),2007–08,One from a portfolio of six photogravures with stereopticon,"plate: 9 x 9"" (22.9 x 22.9 cm); sheet: 13 1/2 x 22 1/2"" (34.3 x 57.2 cm)",Acquired through the generosity of Agnes Gund,1373.2009.6,Print,Drawings & Prints,2009-11-17,Y,133467,http://www.moma.org/collection/works/133467,http://www.moma.org/media/W1siZiIsIjE3NTIzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5940e1d57b63cfb5,,,,22.8600457201,,,22.8600457201,,
Repose,Alena Kučerová,3279,"(Czech, born 1935)",(Czech),(1935),(0),(Female),1967,Etching with blind embossing,"Plate 19 11/16 x 27"" (50.0 x 68.5 cm) Sheet 21 1/8 x 29 3/4"" (53.6 x 75.5 cm)",Gift of Premio Internazionale Biella per L'incisione,614.1970,Print,Drawings & Prints,1970-12-15,Y,71870,http://www.moma.org/collection/works/71870,http://www.moma.org/media/W1siZiIsIjIyMzY2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4008210370a80f9c,,,,50.0,,,68.5,,
Plate IV (folio 11) from DIVERSAURIO,Antonio Saura,5181,"(Spanish, 1930–1998)",(Spanish),(1930),(1998),(Male),1962,"Screenprint, printed in color","irreg. composition  21 1/4 x 14 1/16"" (54 x 35.7 cm)
Stump,Barbara Morgan,4089,"(American, 1900–1992)",(American),(1900),(1992),(Female),1945,Gelatin silver print,"8 15/16 × 13"" (22.7 × 33.1 cm)",Gift of the artist,389.1972,Photograph,Photography,1972-11-21,Y,52357,http://www.moma.org/collection/works/52357,http://www.moma.org/media/W1siZiIsIjIwMTE1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e9d590fdb900079,,,,22.7,,,33.1,,
